index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,join_year,director,cast,country,date_added,rating,duration,listed_in,desc_len,duration_minutes,imdb_votes_log1p,is_show,is_classic,num_genres
4727,tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,"Ajo Kawir is a fighter who fears nothing, not even death. His raging urge to fight is driven by a secret: his impotence. When he crosses paths with a tough female fighter named Iteung, Ajo gets beaten black and blue, but he also falls head over heels in love. Will Ajoâ€™s path lead him to a happy life with Iteung, and, eventually, his own peace of mind?",2021,Unknown,114,tt13387422,7.1,464.0,"vengeance is mine, all others pay cash",,,,Unknown,,Unknown,,,355,114.0,6.142037405587356,0,0,0
4728,ts320302,Neymar: The Perfect Chaos,SHOW,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",2022,TV-MA,55,tt16428640,6.6,2907.0,neymar: the perfect chaos,,,,Unknown,,Unknown,,,142,55.0,7.97522083865341,1,0,0
4730,tm1110389,Single All the Way,MOVIE,"Desperate to avoid his familyâ€™s judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that theyâ€™re now in a relationship. But when Peterâ€™s mother sets him up on a blind date with her handsome trainer James, the plan goes awry.",2021,Unknown,99,tt14315756,6.1,14862.0,single all the way,,,,Unknown,,Unknown,,,300,99.0,9.606630182148894,0,0,0
4733,tm1086874,Minnal Murali,MOVIE,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,2021,Unknown,158,tt7268738,8.1,24681.0,minnal murali,,,,Unknown,,Unknown,,,161,158.0,10.11382951201313,0,0,0
4735,tm863823,Finding 'Ohana,MOVIE,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",2021,PG,123,tt10332588,6.1,9819.0,finding 'ohana,,,,Unknown,,Unknown,,,202,123.0,9.192176401348512,0,0,0
4738,ts308838,Bad Sport,SHOW,True crime and sports come together in this docuseries. Global controversies and scandals are explored through reports from those involved.,2021,TV-MA,65,tt15402912,7.3,1912.0,bad sport,,,,Unknown,,Unknown,,,139,65.0,7.556427969440253,1,0,0
4744,tm1120509,Never Back Down: Revolt,MOVIE,A woman who is kidnapped and forced to compete in elite underground fights and has to battle her way out to freedom.,2021,R,89,tt13470094,3.9,482.0,never back down: revolt,,,,Unknown,,Unknown,,,116,89.0,6.180016653652572,0,0,0
4745,ts317522,Dig Deeper: The Disappearance of Birgit Meier,SHOW,"After Birgit Meier vanishes in 1989, police missteps plague the case for years. But her brother never wavers in his tireless quest to find the truth.",2021,Unknown,59,tt15771888,7.3,1622.0,dig deeper: the disappearance of birgit meier,,,,Unknown,,Unknown,,,149,59.0,7.392031567514591,1,0,0
4746,ts317078,The Journalist,SHOW,A journalist known as the maverick of news media defiantly chases the truth in this series adaptation of the hit movie of the same name.,2022,TV-14,51,tt15101670,7.0,542.0,the journalist,,,,Unknown,,Unknown,,,136,51.0,6.297109319933935,1,0,0
4747,tm166973,Mixtape,MOVIE,"On the eve of Y2K, orphaned 12-year-old Beverly discovers a broken mixtape crafted by her teen parents. Raised by her grandmother - who struggles talking about her late daughter - Beverly sees the mixtape as a chance to finally learn more about her parents.",2021,Unknown,94,tt1587420,6.6,3000.0,mixtape,,,,Unknown,,Unknown,,,257,94.0,8.006700845440367,0,0,0
4749,ts305263,Baking Impossible,SHOW,Innovative bakers are paired with the brightest engineers to compete in designing and baking creations that are both delicious and made to survive intense engineering stress tests.,2021,TV-PG,49,tt15171996,7.0,1004.0,baking impossible,,,,Unknown,,Unknown,,,180,49.0,6.912742820493176,1,0,0
4750,tm1134006,Death to 2021,MOVIE,This comedic retrospective mixes archival footage and scripted sketches as it revisits all the dread â€” and occasional delight â€” that 2021 had to offer.,2021,Unknown,60,tt16301388,6.3,14315.0,death to 2021,,,,Unknown,,Unknown,,,155,60.0,9.569133071885917,0,0,0
4752,tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,"Jeff looks back on simpler times as he talks aging, texting and ""sex education,"" then shares one wild story from the Blue Collar Comedy Tour.",2022,Unknown,60,tt18314220,6.1,374.0,jeff foxworthy: the good old days,,,,Unknown,,Unknown,,,141,60.0,5.926926025970411,0,0,0
4753,tm1131061,Hilda and the Mountain King,MOVIE,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again â€” and save the city of Trolberg.",2021,Unknown,84,tt15777864,7.7,2146.0,hilda and the mountain king,,,,Unknown,,Unknown,,,149,84.0,7.671826797878781,0,0,0
4754,tm1162608,40 Years Young,MOVIE,"After turning 40, CÃ©sar is invited to a culinary contest in CancÃºn, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",2022,Unknown,81,tt16969906,4.2,215.0,40 years young,,,,Unknown,,Unknown,,,171,81.0,5.375278407684165,0,0,0
4755,tm1120902,The Privilege,MOVIE,A wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events.,2022,Unknown,107,tt14637290,4.6,3900.0,the privilege,,,,Unknown,,Unknown,,,150,107.0,8.268988209506656,0,0,0
4757,tm1144897,My Father's Violin,MOVIE,"Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",2022,Unknown,112,tt14369276,6.4,3049.0,my father's violin,,,,Unknown,,Unknown,,,130,112.0,8.022896869601457,0,0,0
4758,tm863919,Extinct,MOVIE,"Op and Ed, two adorable donut-shaped animals - flummels - accidentally time-travel from 1835 to modern-day Shanghai.  There they discover traffic, trans fats, and worst of all, that flummels are now extinct. It's up to this bumbling pair to save themselves and their species...and, just maybe, change the course of history.",2021,Unknown,85,tt8241000,5.4,2393.0,extinct,,,,Unknown,,Unknown,,,323,85.0,7.780720886117918,0,0,0
4761,tm1084966,Django & Django,MOVIE,"An homage to Italian director Sergio Corbucci of the 1960s and contemporary director Quentin Tarantino, recounting a memorable period in Italian cinema with the sensibility of today.",2021,Unknown,80,tt15119170,6.9,873.0,django & django,,,,Unknown,,Unknown,,,182,80.0,6.773080375655535,0,0,0
4764,ts289620,House of Secrets: The Burari Deaths,SHOW,"Suicide, murder or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",2021,TV-MA,45,tt14167390,7.4,9504.0,house of secrets: the burari deaths,,,,Unknown,,Unknown,,,139,45.0,9.15957325492253,1,0,0
4765,tm1106212,Photocopier,MOVIE,"When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night.",2021,Unknown,130,tt13729220,6.8,2815.0,photocopier,,,,Unknown,,Unknown,,,143,130.0,7.943072717277933,0,0,0
4767,ts319333,Tiger King: The Doc Antle Story,SHOW,"A lifelong showman, Bhagavan â€œDocâ€ Antle has built his various careers on theatrics, attracting a slew of admirers along the way. But beneath the eccentric, animal-loving facade lies a predator far more dangerous than his beloved big cats and a man shadier than any of his Tiger King counterparts.",2021,TV-MA,42,tt16307970,6.2,1330.0,tiger king: the doc antle story,,,,Unknown,,Unknown,,,301,42.0,7.193685818395112,1,0,0
4768,ts313668,Tear Along the Dotted Line,SHOW,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021,TV-14,19,tt15614372,8.699999999999998,7595.0,tear along the dotted line,,,,Unknown,,Unknown,,,152,19.0,8.935377071932177,1,0,0
4771,tm1049155,Bordertown: The Mural Murders,MOVIE,"A mural painted with blood is found on the wall of Pasila train station, which depicts Finland's best-known serial killer Lasse Maasalo. The text in the mural, â€œMaking the world a better placeâ€, is linked to a voting circulating in social media, where people can vote for persons that world would be a better place without. Soon the first body is found and Sorjonen must find the person who has named himself as The Judge.",2021,Unknown,107,tt15393650,6.2,2074.0,bordertown: the mural murders,,,,Unknown,,Unknown,,,426,107.0,7.637716432664798,0,0,0
4774,ts306322,The Unlikely Murderer,SHOW,"After the assassination of prime minister Olof Palme in 1986, Stig EngstrÃ¶m managed to elude justice right up to his death through a combination of audacity, luck, and a perplexed police force.",2021,TV-MA,46,tt13735930,7.0,3954.0,the unlikely murderer,,,,Unknown,,Unknown,,,194,46.0,8.282735880201754,1,0,0
4775,tm675820,A Boy Called Christmas,MOVIE,"In this origin story of Father Christmas, an ordinary boy (with a loyal pet mouse and a reindeer at his side) sets out on an extraordinary adventure to find his father who is on a quest to discover the fabled village of Elfhelm.",2021,PG,106,tt10187208,6.7,20838.0,a boy called christmas,,,,Unknown,,Unknown,,,228,106.0,9.944581510071089,0,0,0
4776,tm1150256,Tall Girl 2,MOVIE,"After Jodi Kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to ""stand tall"".",2022,Unknown,97,tt16085592,4.7,3916.0,tall girl 2,,,,Unknown,,Unknown,,,142,97.0,8.27308133366583,0,0,0
4778,ts341760,Byron Baes,SHOW,"Australian influencers flock to Byron Bay for its warm, beachy beauty and cool, creative vibe. Follow these friends as they negotiate life and love.",2022,TV-MA,45,tt14537060,2.6,445.0,byron baes,,,,Unknown,,Unknown,,,148,45.0,6.100318952020064,1,0,0
4781,ts310376,"Sex, Love & Goop",SHOW,Courageous couples head for more pleasurable sex and deeper intimacy with help from Gwyneth Paltrow and a team of experts in this reality series.,2021,TV-MA,35,tt15470160,4.8,713.0,"sex, love & goop",,,,Unknown,,Unknown,,,145,35.0,6.570882962339584,1,0,0
4782,ts280693,Thomas & Friends: All Engines Go!,SHOW,"In a reboot of the classic TV series, a younger Thomas The Tank Engine goes on adventures with all of his friends, as they work on The Island Of Sodor.",2021,TV-Y,11,tt14556544,1.7,509.0,thomas & friends: all engines go!,,,,Unknown,,Unknown,,,151,11.0,6.234410725718371,1,0,0
4783,ts293814,Sparking Joy with Marie Kondo,SHOW,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life and shares her own world.",2021,TV-PG,20,tt14550060,6.2,341.0,sparking joy with marie kondo,,,,Unknown,,Unknown,,,146,20.0,5.834810737062605,1,0,0
4784,ts296129,Elite Short Stories: GuzmÃ¡n Caye Rebe,SHOW,"Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",2021,TV-MA,12,tt14668192,7.4,2254.0,elite short stories: guzmã¡n caye rebe,,,,Unknown,,Unknown,,,147,12.0,7.720905251936779,1,0,0
4785,ts320557,Elite Short Stories: Patrick,SHOW,"Away from school, during the winter holidays, three new stories take place while the Las Encinas students celebrate Christmas.",2021,TV-MA,12,tt16306836,6.1,671.0,elite short stories: patrick,,,,Unknown,,Unknown,,,126,12.0,6.51025834052315,1,0,0
4789,tm1127479,Cobalt Blue,MOVIE,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",2022,Unknown,112,tt15314640,6.7,952.0,cobalt blue,,,,Unknown,,Unknown,,,154,112.0,6.859614903654202,0,0,0
4790,ts320502,Getting Curious with Jonathan Van Ness,SHOW,Jonathan Van Ness lets curiosity lead the way while roving from snacks to wigs in this podcast spinoff chock-full of experts and special guests.,2022,TV-MA,26,tt16584084,7.0,494.0,getting curious with jonathan van ness,,,,Unknown,,Unknown,,,144,26.0,6.20455776256869,1,0,0
4791,ts317297,The Orbital Children,SHOW,"In 2045, two children born on the moon and three kids from Earth try to survive after an accident on their space station leaves them stranded.",2022,TV-14,32,tt13351614,6.4,497.0,the orbital children,,,,Unknown,,Unknown,,,142,32.0,6.210600077024653,1,0,0
4795,ts320183,Singleâ€™s Inferno,SHOW,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",2021,TV-PG,64,tt16283666,7.2,1460.0,singleâ€™s inferno,,,,Unknown,,Unknown,,,140,64.0,7.2868764117507,1,0,0
4796,tm1003725,A Castle for Christmas,MOVIE,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.",2021,Unknown,98,tt13070602,5.5,11727.0,a castle for christmas,,,,Unknown,,Unknown,,,151,98.0,9.369734424126433,0,0,0
4799,ts301914,Inspector Koo,SHOW,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",2021,TV-14,69,tt14731794,6.9,534.0,inspector koo,,,,Unknown,,Unknown,,,152,69.0,6.282266746896006,1,0,0
4803,ts317612,Love is Blind: Japan,SHOW,"In this reality dating series, marriage-minded singles in Japan meet, date and get engaged before ever setting eyes on each other.",2022,TV-PG,57,tt15943826,7.1,394.0,love is blind: japan,,,,Unknown,,Unknown,,,130,57.0,5.978885764901122,1,0,0
4804,ts308511,Back to 15,SHOW,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past? Starring Maisa.",2022,TV-14,39,tt15301854,6.6,574.0,back to 15,,,,Unknown,,Unknown,,,139,39.0,6.354370040797351,1,0,0
4805,tm1166015,The Invisible Thread,MOVIE,The teenage son of two fathers makes a documentary film about his parents but is surprised when a real-life plot twist occurs in his family.,2022,Unknown,109,tt14540892,6.6,1432.0,the invisible thread,,,,Unknown,,Unknown,,,140,109.0,7.267525427828172,0,0,0
4806,ts188861,Battle Kitty,SHOW,"In a futuristic-medieval world, warriors must find and defeat all the monsters on Battle Island, collecting their coveted keys in order to become 'Champion'. Cut to Kitty and Orc, two best friends on a mission to help Kitty become Champion their way through cuteness and friendship. The two embark on the journey to Championhood, facing many obstacles and naysayers only to discover a surprise waiting for them at the Ancient Ruins.",2022,TV-Y7,32,tt10050740,7.4,60.0,battle kitty,,,,Unknown,,Unknown,,,432,32.0,4.110873864173311,1,0,0
4807,ts308689,Misfit: The Series,SHOW,"The Misfits are in for a wild year as they prepare a school musical. But when the strict new headmaster bans the show, it's up to Julia to save the day.",2021,Unknown,24,tt15517928,7.2,72.0,misfit: the series,,,,Unknown,,Unknown,,,152,24.0,4.290459441148391,1,0,0
4809,ts269286,Once Upon a Time... Happily Never After,SHOW,"A tragically separated couple must find each other in another life to break a spell on their town, but the arrival of two tourists threaten their chance.",2022,TV-MA,30,tt13560186,5.4,437.0,once upon a time... happily never after,,,,Unknown,,Unknown,,,153,30.0,6.082218910376446,1,0,0
4810,ts320075,Aranyak,SHOW,"After a foreign teenage tourist goes missing in a misty village, Kasturi, a frazzled local cop, is forced to team up with her city-bred successor, Angad, on a high-profile case that unearths skeletons and resurrects a long-forgotten legend of a savage serial killer in the woods.",2021,TV-MA,41,tt14167344,7.9,7629.0,aranyak,,,,Unknown,,Unknown,,,279,41.0,8.939843124278502,1,0,0
4812,tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings for the flock inadvertently leads to Timmy going missing. Can Shaun get Timmy back before he becomes someone elseâ€™s present?,2021,G,30,tt15857304,7.3,1448.0,shaun the sheep: the flight before christmas,,,,Unknown,,Unknown,,,216,30.0,7.278628942320682,0,0,0
4814,ts296091,Elite Short Stories: Nadia GuzmÃ¡n,SHOW,"Nadia feels conflicted about whether or not to see her long distance boyfriend, GuzmÃ¡n, when she returns to Spain for her sister's wedding.",2021,TV-MA,11,tt14671790,6.3,1851.0,elite short stories: nadia guzmã¡n,,,,Unknown,,Unknown,,,140,11.0,7.524021415206125,1,0,0
4815,tm1083068,Operation Hyacinth,MOVIE,"Poland, 1985: Not satisfied with the result of a murder investigation, a young officer in communist Warsaw sets out on his own to discover the truth.",2021,Unknown,112,tt14315584,6.7,2802.0,operation hyacinth,,,,Unknown,,Unknown,,,149,112.0,7.938445551164788,0,0,0
4816,tm1102891,Grudge,MOVIE,"Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues.",2021,Unknown,104,tt13717980,5.5,4185.0,grudge,,,,Unknown,,Unknown,,,148,104.0,8.339500903005945,0,0,0
4817,tm1137862,Four to Dinner,MOVIE,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",2022,Unknown,104,tt14247286,6.3,2913.0,four to dinner,,,,Unknown,,Unknown,,,151,104.0,7.97728198675515,0,0,0
4818,ts72196,Swap Shop,SHOW,"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",2021,TV-14,30,tt15674202,6.7,325.0,swap shop,,,,Unknown,,Unknown,,,150,30.0,5.786897381366708,1,0,0
4820,ts310331,Twenty Somethings: Austin,SHOW,"Set in Austin, Texas, this growing-up reality show is where twenty-somethings find love, friendship and embark on a new adventure: life.",2021,TV-MA,30,tt15204216,6.0,427.0,twenty somethings: austin,,,,Unknown,,Unknown,,,136,30.0,6.059123195581797,1,0,0
4821,tm960924,Kuthiraivaal,MOVIE,"An alcoholic bank employee Freud (38) from Chennai has to solve a strange mystery: why did he wake up one morning with a horse's tail? To figure out the mystery behind the horse's tail, he embarks on a journey through his dreams, illusions and memories encountering several peculiar characters. A transient woman Van Gogh takes us to a time when dawn broke over trees and mountains, not houses of stone. Meanwhile, there is a brutal murder, with the identity of the victim and perpetrator a riddle.",2021,Unknown,125,tt13022626,6.4,150.0,kuthiraivaal,,,,Unknown,,Unknown,,,498,125.0,5.017279836814924,0,0,0
4822,tm998188,More the Merrier,MOVIE,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,2021,Unknown,112,tt6925902,5.4,3080.0,more the merrier,,,,Unknown,,Unknown,,,123,112.0,8.033009498596668,0,0,0
4827,ts239188,Kitz,SHOW,"A year after the tragic death of her brother, Lisi enters the decadent world of a Munich clique at a ski resort, but soon she kicks off an avalanche that reveals the truth behind the facade full of glamor, money and hedonism.",2021,TV-MA,44,tt12104930,5.7,2302.0,kitz,,,,Unknown,,Unknown,,,225,44.0,7.741967899820685,1,0,0
4830,tm991351,PelÃ©,MOVIE,"Against the backdrop of a turbulent era in Brazil, this documentary captures PelÃ©'s extraordinary path from breakthrough talent to national hero. Mixing rare archival footage and exclusive interviews, this documentary celebrates the legendary Brazilian footballer who personified football as art.",2021,PG-13,108,tt13842562,7.0,4169.0,pelã©,,,,Unknown,,Unknown,,,297,108.0,8.335671314792847,0,0,0
4831,tm813372,Etharkkum Thunindhavan,MOVIE,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them.",2022,Unknown,151,tt10340562,7.2,9968.0,etharkkum thunindhavan,,,,Unknown,,Unknown,,,131,151.0,9.207235557022704,0,0,0
4833,tm972519,Don't Kill Me,MOVIE,"19-year-old Mirta dies of drug overdose with her lover Robin. She then resuscitates alone and finds out that, in order to keep living, she must eat living humans.",2021,Unknown,90,tt11116374,4.3,1611.0,don't kill me,,,,Unknown,,Unknown,,,162,90.0,7.385230923066573,0,0,0
4834,ts315551,Elite Short Stories: Phillipe Caye Felipe,SHOW,"Away from school, during the winter holidays, three new stories take place while the Las Encinas students celebrate Christmas.",2021,Unknown,13,tt16156744,6.2,655.0,elite short stories: phillipe caye felipe,,,,Unknown,,Unknown,,,126,13.0,6.486160788944089,1,0,0
4835,tm1092892,Found,MOVIE,Follows the story of three American teenage girlsâ€”each adopted from Chinaâ€”who discover they are blood-related cousins on 23andMe. Their online meeting inspires the young women to confront the burning questions they have about their lost history.,2021,PG,97,tt13622146,7.5,1145.0,found,,,,Unknown,,Unknown,,,249,97.0,7.044032897274685,0,0,0
4836,ts306068,Luna Park,SHOW,"In 1960s Rome, a meeting between a free-spirited young woman who grew up in her family's circus and a girl of wealthy descent leads to secrets, intrigue, and unexpected loves.",2021,TV-MA,50,tt15349110,6.4,691.0,luna park,,,,Unknown,,Unknown,,,175,50.0,6.539585955617669,1,0,0
4838,ts319412,Forecasting Love and Weather,SHOW,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",2022,TV-14,66,tt15140592,7.2,1016.0,forecasting love and weather,,,,Unknown,,Unknown,,,151,66.0,6.92461239604856,1,0,0
4845,tm433048,This Is the Night,MOVIE,"In the summer of 1982, as all of Staten Island anticipates the opening of a blockbuster boxing movie, an Italian-American family must confront its greatest challenges.",2021,R,100,tt8430548,5.5,556.0,this is the night,,,,Unknown,,Unknown,,,167,100.0,6.322565239927284,0,0,0
4846,tm1031976,Dhamaka,MOVIE,"When a cynical ex-TV news anchor gets an alarming call on his radio show, he sees a chance for a career comeback â€” but it may cost his conscience.",2021,Unknown,104,tt13510660,7.5,39620.0,dhamaka,,,,Unknown,,Unknown,,,148,104.0,10.587114559711914,0,0,0
4847,ts317526,Selling Tampa,SHOW,"Along the Florida coast, Allure Realty stands out among the crowd. Owned by military vet Sharelle Rosado, this all Black, all female real estate firm has its eyes set on dominating the Suncoast. These ladies are equally as fun as they are fiercely ambitious, with all of them vying to be on top of the lavish world of luxury waterfront real estate. Sharelle has big plans for her brokerage and won't let anyone or anything get in the way of making her dreams a reality.
",2021,TV-MA,40,tt16227948,4.4,708.0,selling tampa,,,,Unknown,,Unknown,,,470,40.0,6.5638555265321274,1,0,0
4848,tm1125844,The Whole Truth,MOVIE,"When two siblings stumble on a strange hole in the wall of their grandparentsâ€™ house, horrifying incidents reveal sinister secrets about their family.",2021,R,125,tt15850662,5.1,3073.0,the whole truth,,Courtney Hunt,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry",United States,"May 1, 2021",R,93 min,"Dramas, Thrillers",152,93.0,8.03073492409854,0,0,2
4849,ts258415,Elves,SHOW,A Christmas vacation turns into a nightmare for a teenager and her family when they discover an ancient menace that stalks their island getaway.,2021,TV-14,24,tt13231962,5.5,4075.0,elves,,,,Unknown,,Unknown,,,144,24.0,8.312871394342615,1,0,0
4853,ts302653,Light the Night,SHOW,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",2021,TV-MA,57,tt15808044,7.4,968.0,light the night,,,,Unknown,,Unknown,,,237,57.0,6.876264611890766,1,0,0
4854,ts330132,800 Meters,SHOW,"On Aug. 17, 2017, Spain suffers two terrorist attacks perpetrated by young people integrated into Spanish society. How could something like this happen?",2022,TV-MA,52,tt13323170,6.9,459.0,800 meters,,,,Unknown,,Unknown,,,152,52.0,6.131226489483141,1,0,0
4855,ts14520,Action Pack,SHOW,"The heroic kids of the Action Academy take on the bad guys with their hearts, their wits and their superpowers, and bring out the best in them.",2022,TV-Y,28,tt15527308,6.5,66.0,action pack,,,,Unknown,,Unknown,,,143,28.0,4.204692619390966,1,0,0
4856,ts241296,Finding Ola,SHOW,"After a life-altering event, Ola Abd ElSabour embarks on a journey of self-discovery and deals with the challenges of a new reality. Hend Sabry stars.",2022,TV-14,53,tt12432642,7.6,1431.0,finding ola,,,,Unknown,,Unknown,,,150,53.0,7.266827347520591,1,0,0
4860,ts315549,Elite Short Stories: Samuel Omar,SHOW,"Away from school, during the winter holidays, three stories take place while the Las Encinas students celebrate Christmas.",2021,Unknown,12,tt16259804,6.1,620.0,elite short stories: samuel omar,,,,Unknown,,Unknown,,,122,12.0,6.431331081933479,1,0,0
4861,tm1108621,Yara,MOVIE,"The murder of 13-year-old Yara Gambirasio shocks the little town of Brembate di Sopra, Italy. To bring the culprit to justice, prosecutor Letizia Ruggeri has only a bit of DNA without a database to compare it to. Based on a true story.",2021,Unknown,95,tt15655458,6.2,4205.0,yara,,,,Unknown,,Unknown,,,235,95.0,8.344267356262645,0,0,0
4862,ts257817,Call My Agent Bollywood,SHOW,"From pulling off casting coups to calming celebrity egos, the drama never stops for four Mumbai talent agents hustling to save their sinking company.",2021,TV-MA,45,tt13282662,7.4,6162.0,call my agent bollywood,,,,Unknown,,Unknown,,,149,45.0,8.726318950962243,1,0,0
4864,ts308516,"Young, Famous & African",SHOW,"This reality series follows a crew of famed, affluent stars as they work and play, flirt and feud in Johannesburg, South Africa. This all-African reality series includes actor Khanyi Mbau, musician Diamond Platnumz and rapper Nadia Nakai.",2022,TV-MA,43,tt15302054,4.6,354.0,"young, famous & african",,,,Unknown,,Unknown,,,238,43.0,5.872117789475416,1,0,0
4871,ts321084,Framed! A Sicilian Murder Mystery,SHOW,"After two hapless TV technicians stumble upon a murder scene, every step they take to avoid becoming suspects lands them in deeper trouble.",2022,TV-MA,31,tt16745502,6.8,900.0,framed! a sicilian murder mystery,,,,Unknown,,Unknown,,,139,31.0,6.803505257608338,1,0,0
4873,tm1179176,"Michela Giraud: The Truth, I Swear!",MOVIE,"From the stage of Vinile, in Rome, rigorously standing up alone in front of her audience, Michela Giraud tells her own truth through the strong and self-deprecating point of view that has always distinguished her.",2022,Unknown,60,tt18396984,5.5,54.0,"michela giraud: the truth, i swear!",,,,Unknown,,Unknown,,,213,60.0,4.007333185232471,0,0,0
4874,ts260502,Until Life Do Us Part,SHOW,"The family PaixÃ£o runs a farm for wedding parties, but the business is not going well. While the love between the parents, Vanessa and Daniel appears to have ended, the grandparents, Luisa and Joaquim, seem inseparable; and the children, Rita and Marco, have completely distinct opinions about love.",2021,TV-MA,41,tt13053042,7.4,631.0,until life do us part,,,,Unknown,,Unknown,,,300,41.0,6.448889394146858,1,0,0
4875,tm834847,Seal Team,MOVIE,Fearless seal Quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.,2021,Unknown,101,tt8456190,5.5,1240.0,seal team,,,,Unknown,,Unknown,,,136,101.0,7.123672785204607,0,0,0
4877,ts326029,Savage Rhythm,SHOW,The opposite worlds of two dancers in Colombia clash on and off the dance floor when their ambition to succeed leads them down a treacherous path.,2022,TV-MA,38,tt17076336,6.3,28.0,savage rhythm,,,,Unknown,,Unknown,,,146,38.0,3.367295829986474,1,0,0
4878,ts317720,Coming Out Colton,SHOW,"Former NFL player and ""Bachelor"" star Colton Underwood embarks on a journey to embrace his new life as an out member of the LGBTQ community.",2021,TV-MA,36,tt14527650,6.7,1087.0,coming out colton,,,,Unknown,,Unknown,,,140,36.0,6.992096427415888,1,0,0
4880,ts312200,I Am Georgina,SHOW,"Join Georgina RodrÃ­guez - mom, influencer, businesswoman and Cristiano Ronaldo's partner - in this emotional and in-depth portrait of her daily life.",2022,TV-14,41,tt15494864,3.9,2729.0,i am georgina,,,,Unknown,,Unknown,,,150,41.0,7.912056888179006,1,0,0
4881,tm1040671,Marilyn's Eyes,MOVIE,"Clara and Diego, under the guidance of the psychiatrist of a day rehabilitation center for disturbed people who attend, decide to transform the treatment center into a restaurant, involving all their other companions.",2021,Unknown,110,tt13313408,6.6,1215.0,marilyn's eyes,,,,Unknown,,Unknown,,,217,110.0,7.103322062526113,0,0,0
4883,ts244930,Angry Birds: Summer Madness,SHOW,"Sparks and feathers fly when a teenage Red, Chuck, Bomb and Stella spend a wild summer together with other Angry Birds at Camp Splinterwood.",2022,TV-Y7,14,tt12027896,6.3,436.0,angry birds: summer madness,,,,Unknown,,Unknown,,,140,14.0,6.07993319509559,1,0,0
4884,tm996010,Still Out of My League,MOVIE,"After breaking up with her dreamboat, Marta finds love with an artist. But life throws a few twists into the mix for the ailing woman and her friends.",2021,Unknown,113,tt14361314,5.4,729.0,still out of my league,,,,Unknown,,Unknown,,,150,113.0,6.593044534142437,0,0,0
4886,tm1077201,Stuck Together,MOVIE,"Seven families live in the Parisian apartment building at 8, Rue de lâ€™Humanite - and they didnâ€™t escape to the countryside at the arrival of the coronavirus. Three months of life under lockdown will reveal the best and worst of these neighbours.",2021,Unknown,126,tt13834006,6.3,6699.0,stuck together,,,,Unknown,,Unknown,,,249,126.0,8.809862805379057,0,0,0
