index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,title_norm,director,cast,country,date_added,rating,duration,listed_in
215,tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,,56,tt0938333,6.7,115.0,sinbad: son of a preacher man,,,,,,,
216,tm203186,Children of Shatila,MOVIE,"Many people first became aware of the Shatila refugee camp in Lebanon after the shocking and horrific Sabra-Shatila massacre that took place there in 1982. Located in Beirut's ""belt of misery,"" the camp is home to 15,000 Palestinians and Lebanese who share a common experience of displacement, unemployment and poverty.  Fifty years after the exile of their grandparents from Palestine, the children of Shatila attempt to come to terms with the reality of being refugees in a camp that has survived massacre, siege and starvation.  Director Mai Masri focuses on two Palestinian children in the camp: Farah, age 11 and Issa, age 12. When these children are given video cameras, the story of the camp evolves from their personal narratives as they articulate the feelings and hopes of their generation.",1999,,50,tt0243174,8.199999999999998,74.0,children of shatila,,,,,,,
219,tm334788,Yodha,MOVIE,"Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",1991,,142,tt0267130,4.5,198.0,yodha,,,,,,,
220,tm110160,Avvai Shanmugi,MOVIE,"A divorced husband desperately misses his daughter. In order to be with her, he takes up a job in his father-in-law's house. The only catch is that the job is that of a female governess.",1996,PG-13,160,tt0139872,7.9,2528.0,avvai shanmugi,,,,,,,
222,tm110766,Chronicle of a Disappearance,MOVIE,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,,88,tt0115895,6.9,718.0,chronicle of a disappearance,,,,,,,
224,tm64729,Sinbad: Nothin' but the Funk,MOVIE,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why heâ€™s a veteran in comedy since the 80â€™s, with an entertaining show that the entire family can enjoy.",1998,,55,tt0938332,6.2,65.0,sinbad: nothin' but the funk,,,,,,,
225,tm314602,Dushmani,MOVIE,"In order to settle personal scores; two gang leaders, Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai's younger brother, Suraj falls in love with Oberoi's sister, Sapna which forces Suraj and Sapna to elope. Jai then locates the duo and brings them back to try and convince Oberoi to get them marry albeit successful.",1995,,156,tt0112916,5.0,248.0,dushmani,,,,,,,
240,tm33545,Forgetting Sarah Marshall,MOVIE,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",2008,R,111,tt0800039,7.1,280121.0,forgetting sarah marshall,,,,,,,
241,tm172683,War of the Worlds,MOVIE,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",2005,PG-13,117,tt0407304,6.5,439027.0,war of the worlds,,,,,,,
248,tm87484,How to Train Your Dragon,MOVIE,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast â€“ which he names Toothless â€“ much to the chagrin of his warrior father.",2010,PG,98,tt0892769,8.1,719717.0,how to train your dragon,,,,,,,
251,tm78592,Michael Clayton,MOVIE,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,2007,R,120,tt0465538,7.2,163878.0,michael clayton,,,,,,,
253,ts19036,The Fairly OddParents,SHOW,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",2001,TV-Y7,24,tt0235918,7.2,38046.0,the fairly oddparents,,,,,,,
254,tm116324,Jackass: The Movie,MOVIE,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",2002,R,88,tt0322802,6.6,92305.0,jackass: the movie,,,,,,,
257,tm34310,Zoolander,MOVIE,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. It's a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories like Matilda can Derek make the world safe for male models everywhere.",2001,PG-13,90,tt0196229,6.5,260975.0,zoolander,,,,,,,
260,tm78671,Cleaner,MOVIE,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",2007,R,88,tt0896798,6.1,41052.0,cleaner,,,,,,,
263,tm105329,Road to Perdition,MOVIE,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",2002,R,117,tt0257044,7.7,263212.0,road to perdition,,,,,,,
267,tm139658,Big Fish,MOVIE,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",2003,PG-13,125,tt0319061,8.0,435503.0,big fish,,,,,,,
268,tm79442,The Bourne Ultimatum,MOVIE,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",2007,PG-13,115,tt0440963,8.0,627009.0,the bourne ultimatum,,,,,,,
269,tm131038,Public Enemies,MOVIE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",2009,R,143,tt1152836,7.0,297525.0,public enemies,,,,,,,
272,tm133767,Love Actually,MOVIE,"'Love Actually' follows the lives of eight very different couples dealing with their love lives, in various loosely and interrelated tales, all set during a frantic month before Christmas in London, England.",2003,R,139,tt0314331,7.6,474176.0,love actually,,,,,,,
273,tm88738,Closer,MOVIE,Two couples disintegrate when they begin destructive adulterous affairs with each other.,2004,R,94,tt0376541,7.2,215678.0,closer,,,,,,,
277,tm133374,The Blind Side,MOVIE,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",2009,PG-13,129,tt0878804,7.6,323939.0,the blind side,,,,,,,
283,tm29737,Rambo,MOVIE,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008,R,92,tt0462499,7.0,228799.0,rambo,,,,,,,
286,tm142086,The Last Samurai,MOVIE,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",2003,R,154,tt0325710,7.8,429097.0,the last samurai,,,,,,,
290,tm136808,Identity,MOVIE,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",2003,R,90,tt0340770,7.3,240433.0,identity,,,,,,,
292,tm109137,Shrek Forever After,MOVIE,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Awayâ€”where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never metâ€”he sets out to restore his world and reclaim his true love.",2010,PG,93,tt0892791,6.3,200354.0,shrek forever after,,,,,,,
